Country Name,Country Code,Indicator Name,GDP,Year
Uzbekistan,UZB,GDP (current US$),13099013836,1993
St. Vincent and the Grenadines,VCT,GDP (current US$),286307814.8,1993
"Venezuela, RB",VEN,GDP (current US$),60065011013,1993
British Virgin Islands,VGB,GDP (current US$),,1993
Virgin Islands (U.S.),VIR,GDP (current US$),,1993
Vietnam,VNM,GDP (current US$),13180953598,1993
Vanuatu,VUT,GDP (current US$),200491853.2,1993
World,WLD,GDP (current US$),2.59E+13,1993
Samoa,WSM,GDP (current US$),133122897.2,1993
Kosovo,XKX,GDP (current US$),,1993
"Yemen, Rep.",YEM,GDP (current US$),5368270615,1993
South Africa,ZAF,GDP (current US$),1.34E+11,1993
Zambia,ZMB,GDP (current US$),3273237853,1993
Zimbabwe,ZWE,GDP (current US$),6563813300,1993
Aruba,ABW,GDP (current US$),1245688268,1994
Afghanistan,AFG,GDP (current US$),,1994
Angola,AGO,GDP (current US$),4438321017,1994
Albania,ALB,GDP (current US$),1880951520,1994
Andorra,AND,GDP (current US$),1017549124,1994
Arab World,ARB,GDP (current US$),4.88E+11,1994
United Arab Emirates,ARE,GDP (current US$),59305093980,1994
Argentina,ARG,GDP (current US$),2.57E+11,1994
Armenia,ARM,GDP (current US$),1315158670,1994
American Samoa,ASM,GDP (current US$),,1994
Antigua and Barbuda,ATG,GDP (current US$),589429629.6,1994
Australia,AUS,GDP (current US$),3.22E+11,1994
Austria,AUT,GDP (current US$),2.04E+11,1994
Azerbaijan,AZE,GDP (current US$),3313939554,1994
Burundi,BDI,GDP (current US$),925030590.2,1994
Belgium,BEL,GDP (current US$),2.45E+11,1994
Benin,BEN,GDP (current US$),1598075932,1994
Burkina Faso,BFA,GDP (current US$),1895290965,1994
Bangladesh,BGD,GDP (current US$),33768660883,1994
Bulgaria,BGR,GDP (current US$),9697416974,1994
Bahrain,BHR,GDP (current US$),5567553457,1994
"Bahamas, The",BHS,GDP (current US$),3259000000,1994
Bosnia and Herzegovina,BIH,GDP (current US$),1255802469,1994
Belarus,BLR,GDP (current US$),14932024169,1994
Belize,BLZ,GDP (current US$),580863700,1994
Bermuda,BMU,GDP (current US$),1867160100,1994
Bolivia,BOL,GDP (current US$),5981244887,1994
Brazil,BRA,GDP (current US$),5.58E+11,1994
Barbados,BRB,GDP (current US$),2151344901,1994
Brunei Darussalam,BRN,GDP (current US$),4087337960,1994
Bhutan,BTN,GDP (current US$),270801565.2,1994
Botswana,BWA,GDP (current US$),4259330999,1994
Central African Republic,CAF,GDP (current US$),851174350.6,1994
Canada,CAN,GDP (current US$),5.78E+11,1994
Central Europe and the Baltics,CEB,GDP (current US$),3.09E+11,1994
Switzerland,CHE,GDP (current US$),2.93E+11,1994
Channel Islands,CHI,GDP (current US$),,1994
Chile,CHL,GDP (current US$),57008425296,1994
China,CHN,GDP (current US$),5.64E+11,1994
Cote d'Ivoire,CIV,GDP (current US$),8313557450,1994
Cameroon,CMR,GDP (current US$),10600157684,1994
"Congo, Dem. Rep.",COD,GDP (current US$),5820382248,1994
"Congo, Rep.",COG,GDP (current US$),1769365425,1994
Colombia,COL,GDP (current US$),81703500846,1994
Comoros,COM,GDP (current US$),319189200.4,1994
Cabo Verde,CPV,GDP (current US$),406580652.3,1994
Costa Rica,CRI,GDP (current US$),10432619325,1994
Caribbean small states,CSS,GDP (current US$),19981135364,1994
Cuba,CUB,GDP (current US$),28448326757,1994
Curacao,CUW,GDP (current US$),,1994
Cayman Islands,CYM,GDP (current US$),,1994
Cyprus,CYP,GDP (current US$),7425703929,1994
Czech Republic,CZE,GDP (current US$),47850203856,1994
Germany,DEU,GDP (current US$),2.21E+12,1994
Djibouti,DJI,GDP (current US$),491689220.7,1994
Dominica,DMA,GDP (current US$),264375666.7,1994
Denmark,DNK,GDP (current US$),1.56E+11,1994
Dominican Republic,DOM,GDP (current US$),14664237669,1994
Algeria,DZA,GDP (current US$),42542571306,1994
East Asia & Pacific (excluding high income),EAP,GDP (current US$),1.06E+12,1994
Early-demographic dividend,EAR,GDP (current US$),2.43E+12,1994
East Asia & Pacific,EAS,GDP (current US$),7.31E+12,1994
Europe & Central Asia (excluding high income),ECA,GDP (current US$),6.77E+11,1994
Europe & Central Asia,ECS,GDP (current US$),9.40E+12,1994
Ecuador,ECU,GDP (current US$),22708673337,1994
"Egypt, Arab Rep.",EGY,GDP (current US$),51897983393,1994
Euro area,EMU,GDP (current US$),6.51E+12,1994
Eritrea,ERI,GDP (current US$),531688311.7,1994
Spain,ESP,GDP (current US$),5.31E+11,1994
Estonia,EST,GDP (current US$),4116734613,1994
Ethiopia,ETH,GDP (current US$),6927950565,1994
European Union,EUU,GDP (current US$),7.16E+12,1994
Fragile and conflict affected situations,FCS,GDP (current US$),2.40E+11,1994
Finland,FIN,GDP (current US$),1.03E+11,1994
Fiji,FJI,GDP (current US$),1825285158,1994
France,FRA,GDP (current US$),1.39E+12,1994
Faroe Islands,FRO,GDP (current US$),,1994
"Micronesia, Fed. Sts.",FSM,GDP (current US$),202500000,1994
Gabon,GAB,GDP (current US$),4190819314,1994
United Kingdom,GBR,GDP (current US$),1.14E+12,1994
Georgia,GEO,GDP (current US$),2513870587,1994
Ghana,GHA,GDP (current US$),5444560669,1994
Gibraltar,GIB,GDP (current US$),,1994
Guinea,GIN,GDP (current US$),3383218923,1994
"Gambia, The",GMB,GDP (current US$),746491692.6,1994
Guinea-Bissau,GNB,GDP (current US$),235620043.5,1994
Equatorial Guinea,GNQ,GDP (current US$),100807001.8,1994
Greece,GRC,GDP (current US$),1.17E+11,1994
Grenada,GRD,GDP (current US$),325111814.8,1994
Greenland,GRL,GDP (current US$),1005879948,1994
Guatemala,GTM,GDP (current US$),12983235568,1994
Guam,GUM,GDP (current US$),,1994
Guyana,GUY,GDP (current US$),540874934.2,1994
High income,HIC,GDP (current US$),2.33E+13,1994
"Hong Kong SAR, China",HKG,GDP (current US$),1.36E+11,1994
Honduras,HND,GDP (current US$),4642280682,1994
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),1.17E+11,1994
Croatia,HRV,GDP (current US$),,1994
Haiti,HTI,GDP (current US$),2167564195,1994
Hungary,HUN,GDP (current US$),43166678735,1994
IBRD only,IBD,GDP (current US$),4.35E+12,1994
IDA & IBRD total,IBT,GDP (current US$),4.66E+12,1994
IDA total,IDA,GDP (current US$),3.10E+11,1994
IDA blend,IDB,GDP (current US$),1.35E+11,1994
Indonesia,IDN,GDP (current US$),1.77E+11,1994
IDA only,IDX,GDP (current US$),1.74E+11,1994
Isle of Man,IMN,GDP (current US$),,1994
India,IND,GDP (current US$),3.27E+11,1994
Not classified,INX,GDP (current US$),,1994
Ireland,IRL,GDP (current US$),57166035336,1994
"Iran, Islamic Rep.",IRN,GDP (current US$),71841461173,1994
Iraq,IRQ,GDP (current US$),,1994
Iceland,ISL,GDP (current US$),6399064571,1994
Israel,ISR,GDP (current US$),86643876656,1994
Italy,ITA,GDP (current US$),1.10E+12,1994
Jamaica,JAM,GDP (current US$),5419134875,1994
Jordan,JOR,GDP (current US$),6237739516,1994
Japan,JPN,GDP (current US$),4.91E+12,1994
Kazakhstan,KAZ,GDP (current US$),21250839258,1994
Kenya,KEN,GDP (current US$),7148145376,1994
Kyrgyz Republic,KGZ,GDP (current US$),1681006993,1994
Cambodia,KHM,GDP (current US$),2791435272,1994
Kiribati,KIR,GDP (current US$),54832577.86,1994
St. Kitts and Nevis,KNA,GDP (current US$),295159259.3,1994
"Korea, Rep.",KOR,GDP (current US$),4.64E+11,1994
Kuwait,KWT,GDP (current US$),24848483838,1994
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),1.66E+12,1994
Lao PDR,LAO,GDP (current US$),1543606345,1994
Lebanon,LBN,GDP (current US$),9599127050,1994
Liberia,LBR,GDP (current US$),,1994
Libya,LBY,GDP (current US$),28607921929,1994
St. Lucia,LCA,GDP (current US$),713703703.7,1994
Latin America & Caribbean,LCN,GDP (current US$),1.80E+12,1994
Least developed countries: UN classification,LDC,GDP (current US$),1.38E+11,1994
Low income,LIC,GDP (current US$),83301895368,1994
Liechtenstein,LIE,GDP (current US$),1948118228,1994
Sri Lanka,LKA,GDP (current US$),11717604209,1994
Lower middle income,LMC,GDP (current US$),8.66E+11,1994
Low & middle income,LMY,GDP (current US$),4.44E+12,1994
Lesotho,LSO,GDP (current US$),878250450.6,1994
Late-demographic dividend,LTE,GDP (current US$),2.47E+12,1994
Lithuania,LTU,GDP (current US$),,1994
Luxembourg,LUX,GDP (current US$),18325790933,1994
Latvia,LVA,GDP (current US$),,1994
"Macao SAR, China",MAC,GDP (current US$),6265844252,1994
St. Martin (French part),MAF,GDP (current US$),,1994
Morocco,MAR,GDP (current US$),35604137423,1994
Monaco,MCO,GDP (current US$),2720297793,1994
Moldova,MDA,GDP (current US$),,1994
Madagascar,MDG,GDP (current US$),3522226903,1994
Maldives,MDV,GDP (current US$),355884383.1,1994
Middle East & North Africa,MEA,GDP (current US$),6.34E+11,1994
Mexico,MEX,GDP (current US$),5.28E+11,1994
Marshall Islands,MHL,GDP (current US$),108071000,1994
Middle income,MIC,GDP (current US$),4.36E+12,1994
North Macedonia,MKD,GDP (current US$),3556581986,1994
Mali,MLI,GDP (current US$),2081846483,1994
Malta,MLT,GDP (current US$),2998570147,1994
Myanmar,MMR,GDP (current US$),,1994
Middle East & North Africa (excluding high income),MNA,GDP (current US$),2.99E+11,1994
Montenegro,MNE,GDP (current US$),,1994
Mongolia,MNG,GDP (current US$),925817092.2,1994
Northern Mariana Islands,MNP,GDP (current US$),,1994
Mozambique,MOZ,GDP (current US$),2742148399,1994
Mauritania,MRT,GDP (current US$),1944876755,1994
Mauritius,MUS,GDP (current US$),3558137040,1994
Malawi,MWI,GDP (current US$),1181802596,1994
Malaysia,MYS,GDP (current US$),74478356958,1994
North America,NAC,GDP (current US$),7.87E+12,1994
Namibia,NAM,GDP (current US$),3636645995,1994
New Caledonia,NCL,GDP (current US$),3038727617,1994
Niger,NER,GDP (current US$),1938058161,1994
Nigeria,NGA,GDP (current US$),33833042988,1994
Nicaragua,NIC,GDP (current US$),3863185119,1994
Netherlands,NLD,GDP (current US$),3.79E+11,1994
Norway,NOR,GDP (current US$),1.27E+11,1994
Nepal,NPL,GDP (current US$),4066775510,1994
Nauru,NRU,GDP (current US$),,1994
New Zealand,NZL,GDP (current US$),55314732279,1994
OECD members,OED,GDP (current US$),2.32E+13,1994
Oman,OMN,GDP (current US$),12918855657,1994
Other small states,OSS,GDP (current US$),61119005184,1994
Pakistan,PAK,GDP (current US$),52293456906,1994
Panama,PAN,GDP (current US$),9365289800,1994
Peru,PER,GDP (current US$),44882079767,1994
Philippines,PHL,GDP (current US$),64084460124,1994
Palau,PLW,GDP (current US$),,1994
Papua New Guinea,PNG,GDP (current US$),5502786070,1994
Poland,POL,GDP (current US$),1.11E+11,1994
Pre-demographic dividend,PRE,GDP (current US$),1.48E+11,1994
Puerto Rico,PRI,GDP (current US$),39690630000,1994
"Korea, Dem. People’s Rep.",PRK,GDP (current US$),,1994
Portugal,PRT,GDP (current US$),99688641304,1994
Paraguay,PRY,GDP (current US$),7870982005,1994
West Bank and Gaza,PSE,GDP (current US$),2843300000,1994
Pacific island small states,PSS,GDP (current US$),3411300477,1994
Post-demographic dividend,PST,GDP (current US$),2.24E+13,1994
French Polynesia,PYF,GDP (current US$),3522272321,1994
Qatar,QAT,GDP (current US$),7374450769,1994
Romania,ROU,GDP (current US$),30074440483,1994
Russian Federation,RUS,GDP (current US$),3.95E+11,1994
Rwanda,RWA,GDP (current US$),753636370.5,1994
South Asia,SAS,GDP (current US$),4.32E+11,1994
Saudi Arabia,SAU,GDP (current US$),1.35E+11,1994
Sudan,SDN,GDP (current US$),12794192334,1994
Senegal,SEN,GDP (current US$),4908415369,1994
Singapore,SGP,GDP (current US$),73690847191,1994
Solomon Islands,SLB,GDP (current US$),390107553,1994
Sierra Leone,SLE,GDP (current US$),911915970.7,1994
El Salvador,SLV,GDP (current US$),7679384000,1994
San Marino,SMR,GDP (current US$),,1994
Somalia,SOM,GDP (current US$),,1994
Serbia,SRB,GDP (current US$),,1994
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),3.08E+11,1994
South Sudan,SSD,GDP (current US$),,1994
Sub-Saharan Africa,SSF,GDP (current US$),3.12E+11,1994
Small states,SST,GDP (current US$),84391851251,1994
Sao Tome and Principe,STP,GDP (current US$),,1994
Suriname,SUR,GDP (current US$),605492537.3,1994
Slovak Republic,SVK,GDP (current US$),20162936291,1994
Slovenia,SVN,GDP (current US$),15049620465,1994
Sweden,SWE,GDP (current US$),2.29E+11,1994
Eswatini,SWZ,GDP (current US$),1419293455,1994
Sint Maarten (Dutch part),SXM,GDP (current US$),,1994
Seychelles,SYC,GDP (current US$),486451204.6,1994
Syrian Arab Republic,SYR,GDP (current US$),10122020000,1994
Turks and Caicos Islands,TCA,GDP (current US$),,1994
Chad,TCD,GDP (current US$),1179837955,1994
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),1.06E+12,1994
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),8.37E+11,1994
Togo,TGO,GDP (current US$),982624324.5,1994
Thailand,THA,GDP (current US$),1.47E+11,1994
Tajikistan,TJK,GDP (current US$),1522018436,1994
Turkmenistan,TKM,GDP (current US$),2561118608,1994
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),1.72E+12,1994
Timor-Leste,TLS,GDP (current US$),,1994
Middle East & North Africa (IDA & IBRD countries),TMN,GDP (current US$),2.96E+11,1994
Tonga,TON,GDP (current US$),195990967,1994
South Asia (IDA & IBRD),TSA,GDP (current US$),4.32E+11,1994
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),3.12E+11,1994
Trinidad and Tobago,TTO,GDP (current US$),4947205860,1994
Tunisia,TUN,GDP (current US$),15632463424,1994
Turkey,TUR,GDP (current US$),1.31E+11,1994
Tuvalu,TUV,GDP (current US$),10886825.56,1994
Tanzania,TZA,GDP (current US$),4510846968,1994
Uganda,UGA,GDP (current US$),3990430447,1994
Ukraine,UKR,GDP (current US$),52549555149,1994
Upper middle income,UMC,GDP (current US$),3.49E+12,1994
Uruguay,URY,GDP (current US$),17474647792,1994
United States,USA,GDP (current US$),7.29E+12,1994
Uzbekistan,UZB,GDP (current US$),12899156991,1994
St. Vincent and the Grenadines,VCT,GDP (current US$),289438481.5,1994
"Venezuela, RB",VEN,GDP (current US$),58418666667,1994
British Virgin Islands,VGB,GDP (current US$),,1994
Virgin Islands (U.S.),VIR,GDP (current US$),,1994
Vietnam,VNM,GDP (current US$),16286433533,1994
Vanuatu,VUT,GDP (current US$),233701301.5,1994
World,WLD,GDP (current US$),2.78E+13,1994
Samoa,WSM,GDP (current US$),221098106.5,1994
Kosovo,XKX,GDP (current US$),,1994
"Yemen, Rep.",YEM,GDP (current US$),4167356037,1994
South Africa,ZAF,GDP (current US$),1.40E+11,1994
Zambia,ZMB,GDP (current US$),3656647744,1994
Zimbabwe,ZWE,GDP (current US$),6890675000,1994
Aruba,ABW,GDP (current US$),1320474860,1995
Afghanistan,AFG,GDP (current US$),,1995
Angola,AGO,GDP (current US$),5538749260,1995
Albania,ALB,GDP (current US$),2392764853,1995
Andorra,AND,GDP (current US$),1178738991,1995
Arab World,ARB,GDP (current US$),5.25E+11,1995
United Arab Emirates,ARE,GDP (current US$),65743666576,1995
Argentina,ARG,GDP (current US$),2.58E+11,1995
Armenia,ARM,GDP (current US$),1468317350,1995
American Samoa,ASM,GDP (current US$),,1995
Antigua and Barbuda,ATG,GDP (current US$),577281481.5,1995
Australia,AUS,GDP (current US$),3.67E+11,1995
Austria,AUT,GDP (current US$),2.41E+11,1995
Azerbaijan,AZE,GDP (current US$),3052467522,1995
Burundi,BDI,GDP (current US$),1000428394,1995
Belgium,BEL,GDP (current US$),2.88E+11,1995
Benin,BEN,GDP (current US$),2169627251,1995
Burkina Faso,BFA,GDP (current US$),2379518099,1995
Bangladesh,BGD,GDP (current US$),37939748769,1995
Bulgaria,BGR,GDP (current US$),18983303571,1995
Bahrain,BHR,GDP (current US$),5849467819,1995
"Bahamas, The",BHS,GDP (current US$),3429000000,1995
Bosnia and Herzegovina,BIH,GDP (current US$),1866572954,1995
Belarus,BLR,GDP (current US$),13972676841,1995
Belize,BLZ,GDP (current US$),620140400,1995
Bermuda,BMU,GDP (current US$),2030750000,1995
Bolivia,BOL,GDP (current US$),6715220507,1995
Brazil,BRA,GDP (current US$),7.69E+11,1995
Barbados,BRB,GDP (current US$),2216974096,1995
Brunei Darussalam,BRN,GDP (current US$),4734020037,1995
Bhutan,BTN,GDP (current US$),303053462.8,1995
Botswana,BWA,GDP (current US$),4730611067,1995
Central African Republic,CAF,GDP (current US$),1115389732,1995
Canada,CAN,GDP (current US$),6.04E+11,1995
Central Europe and the Baltics,CEB,GDP (current US$),3.93E+11,1995
Switzerland,CHE,GDP (current US$),3.43E+11,1995
Channel Islands,CHI,GDP (current US$),,1995
Chile,CHL,GDP (current US$),73447063319,1995
China,CHN,GDP (current US$),7.35E+11,1995
Cote d'Ivoire,CIV,GDP (current US$),11000146839,1995
Cameroon,CMR,GDP (current US$),9643953175,1995
"Congo, Dem. Rep.",COD,GDP (current US$),5643439376,1995
"Congo, Rep.",COG,GDP (current US$),2116003978,1995
Colombia,COL,GDP (current US$),92507279383,1995
Comoros,COM,GDP (current US$),398461789.6,1995
Cabo Verde,CPV,GDP (current US$),487148993.5,1995
Costa Rica,CRI,GDP (current US$),11513472786,1995
Caribbean small states,CSS,GDP (current US$),22033818891,1995
Cuba,CUB,GDP (current US$),30429803651,1995
Curacao,CUW,GDP (current US$),,1995
Cayman Islands,CYM,GDP (current US$),,1995
Cyprus,CYP,GDP (current US$),9933133247,1995
Czech Republic,CZE,GDP (current US$),60147174077,1995
Germany,DEU,GDP (current US$),2.59E+12,1995
Djibouti,DJI,GDP (current US$),497723960.6,1995
Dominica,DMA,GDP (current US$),274522148.1,1995
Denmark,DNK,GDP (current US$),1.85E+11,1995
Dominican Republic,DOM,GDP (current US$),16598679275,1995
Algeria,DZA,GDP (current US$),41764052458,1995
East Asia & Pacific (excluding high income),EAP,GDP (current US$),1.31E+12,1995
Early-demographic dividend,EAR,GDP (current US$),2.49E+12,1995
East Asia & Pacific,EAS,GDP (current US$),8.31E+12,1995
Europe & Central Asia (excluding high income),ECA,GDP (current US$),7.23E+11,1995
Europe & Central Asia,ECS,GDP (current US$),1.09E+13,1995
Ecuador,ECU,GDP (current US$),24432884442,1995
"Egypt, Arab Rep.",EGY,GDP (current US$),60159245060,1995
Euro area,EMU,GDP (current US$),7.52E+12,1995
Eritrea,ERI,GDP (current US$),578015625,1995
Spain,ESP,GDP (current US$),6.15E+11,1995
Estonia,EST,GDP (current US$),4497823761,1995
Ethiopia,ETH,GDP (current US$),7663984568,1995
European Union,EUU,GDP (current US$),8.30E+12,1995
Fragile and conflict affected situations,FCS,GDP (current US$),2.78E+11,1995
Finland,FIN,GDP (current US$),1.34E+11,1995
Fiji,FJI,GDP (current US$),1970347721,1995
France,FRA,GDP (current US$),1.60E+12,1995
Faroe Islands,FRO,GDP (current US$),,1995
"Micronesia, Fed. Sts.",FSM,GDP (current US$),221575300,1995
Gabon,GAB,GDP (current US$),4958845906,1995
United Kingdom,GBR,GDP (current US$),1.34E+12,1995
Georgia,GEO,GDP (current US$),2693731866,1995
Ghana,GHA,GDP (current US$),6465137615,1995
Gibraltar,GIB,GDP (current US$),,1995
Guinea,GIN,GDP (current US$),3693753379,1995
"Gambia, The",GMB,GDP (current US$),785996982.5,1995
Guinea-Bissau,GNB,GDP (current US$),253966922.3,1995
Equatorial Guinea,GNQ,GDP (current US$),141853368.3,1995
Greece,GRC,GDP (current US$),1.37E+11,1995
Grenada,GRD,GDP (current US$),342172518.5,1995
Greenland,GRL,GDP (current US$),1208946166,1995
Guatemala,GTM,GDP (current US$),14655404433,1995
Guam,GUM,GDP (current US$),,1995
Guyana,GUY,GDP (current US$),621626785.9,1995
High income,HIC,GDP (current US$),2.59E+13,1995
"Hong Kong SAR, China",HKG,GDP (current US$),1.45E+11,1995
